"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gdnf",5.32997612746557e-103,1.20772723865897,0.298,0.03,9.99477123422343e-99,"29","Gdnf"
"Serpina3n4",3.3718204028866e-95,1.63010352775983,0.449,0.075,6.32283761949294e-91,"29","Serpina3n"
"Pmp221",5.17249667677184e-93,1.32974791358925,0.909,0.468,9.69946576828256e-89,"29","Pmp22"
"Tmod21",7.63571194873647e-92,1.06746429361347,0.348,0.045,1.43184870462706e-87,"29","Tmod2"
"Prnp4",3.44258450965394e-88,2.15236118082249,0.894,0.528,6.45553447250307e-84,"29","Prnp"
"Fgl26",1.99695460736542e-84,1.85444684802065,0.717,0.218,3.74468927973163e-80,"29","Fgl2"
"Cnn37",1.23656820503452e-81,1.80000228129662,0.843,0.431,2.31881269808073e-77,"29","Cnn3"
"Cd96",1.69152996941461e-79,1.0114859804304,1,0.906,3.17195699864628e-75,"29","Cd9"
"Sfrp12",1.1984897810526e-76,1.35403115122331,0.444,0.088,2.24740803742983e-72,"29","Sfrp1"
"Socs34",8.97951751451807e-76,1.59930340195344,0.894,0.482,1.68383912432243e-71,"29","Socs3"
"Paqr6",2.99819140454274e-75,0.994047039395624,0.273,0.033,5.62220852179855e-71,"29","Paqr6"
"Entpd28",1.96682771838808e-68,1.6209217697798,0.641,0.216,3.68819533752133e-64,"29","Entpd2"
"Fxyd112",5.83912183593779e-67,1.58615005584452,0.758,0.36,1.09495212667505e-62,"29","Fxyd1"
"Arpc1b7",7.44687690816418e-58,1.12157384591977,0.944,0.796,1.39643835781895e-53,"29","Arpc1b"
"Sorbs12",9.72902889596806e-58,0.98790893111905,0.348,0.068,1.82438749857193e-53,"29","Sorbs1"
"Lmna4",9.80897886018534e-58,0.982931191978347,0.975,0.928,1.83937971586196e-53,"29","Lmna"
"Nkd22",1.11828288220523e-57,1.03923504316453,0.313,0.055,2.09700406071125e-53,"29","Nkd2"
"Cebpd10",1.46418281747596e-57,1.28185739451193,0.939,0.651,2.74563561933093e-53,"29","Cebpd"
"Hs2st11",5.78115427847431e-56,1.22098036199518,0.439,0.115,1.0840820502995e-51,"29","Hs2st1"
"Map1lc3a6",4.79339175290832e-54,1.24654800069383,0.879,0.708,8.98856821505368e-50,"29","Map1lc3a"
"Col5a31",1.69712559340197e-52,0.865553543589821,0.303,0.056,3.18244991274737e-48,"29","Col5a3"
"Dbi8",1.9881006385911e-52,1.11659007726389,0.899,0.605,3.72808631748603e-48,"29","Dbi"
"Pdgfa3",3.04422543212608e-52,1.10054976845788,0.48,0.137,5.70853153032282e-48,"29","Pdgfa"
"Ndrg25",1.07686446011692e-51,1.17485951978841,0.545,0.187,2.01933623561124e-47,"29","Ndrg2"
"Itga11",4.76163382714307e-51,1.14716661956896,0.333,0.07,8.92901575265868e-47,"29","Itga1"
"Phlda17",7.34593449918369e-51,1.38554285075812,0.909,0.63,1.37750963728692e-46,"29","Phlda1"
"Pdlim47",1.02772144661796e-48,1.41123507644675,0.687,0.341,1.92718325669799e-44,"29","Pdlim4"
"Map1b2",3.6021659121721e-48,1.20407267809609,0.424,0.118,6.75478151850512e-44,"29","Map1b"
"Cadm13",1.67580927300322e-47,1.09310426428989,0.414,0.114,3.14247754873564e-43,"29","Cadm1"
"Rcan15",4.67612102751412e-46,1.56856487800735,0.753,0.405,8.76866215079447e-42,"29","Rcan1"
"Olfml2b7",5.08307087813037e-45,1.33896085836724,0.475,0.159,9.53177451067007e-41,"29","Olfml2b"
"Lbh2",5.09029960085461e-45,1.01068532831059,0.343,0.081,9.54532981152256e-41,"29","Lbh"
"Emp16",2.33803056073727e-43,1.19999544907351,0.909,0.756,4.38427490749453e-39,"29","Emp1"
"Timp36",1.67124893610945e-41,0.872765968759891,0.783,0.401,3.13392600499244e-37,"29","Timp3"
"Lyz23",6.30968424050557e-41,1.45222041301156,0.389,0.098,1.1831919887796e-36,"29","Lyz2"
"Cd8112",3.21415208824736e-40,0.916109876926239,0.899,0.735,6.02717799588146e-36,"29","Cd81"
"Apod5",2.39235748007232e-37,1.53619231386666,0.667,0.351,4.48614874663161e-33,"29","Apod"
"Deptor1",1.7587944534341e-36,1.12160596270624,0.384,0.122,3.29809135907962e-32,"29","Deptor"
"Tppp37",5.76252152047571e-36,1.44530267835853,0.672,0.374,1.08058803551961e-31,"29","Tppp3"
"Oaf4",5.97425202677197e-35,1.29499592607091,0.545,0.249,1.12029174006028e-30,"29","Oaf"
"S100b1",1.31024914118782e-34,0.811244657284292,0.263,0.058,2.4569791895554e-30,"29","S100b"
"H3f3b4",1.47278881323401e-34,0.443264970079611,1,0.986,2.76177358257642e-30,"29","H3f3b"
"Marcksl14",4.70774639218154e-33,1.19293815817202,0.732,0.461,8.82796603461883e-29,"29","Marcksl1"
"Pakap.13",4.98980119470965e-33,1.10540846876407,0.525,0.223,9.35687520031954e-29,"29","Pakap.1"
"Ckb4",6.28079947076942e-33,1.35437737618356,0.5,0.223,1.17777551675868e-28,"29","Ckb"
"Sptbn15",7.03153841471627e-33,1.1884444246675,0.566,0.292,1.3185540835276e-28,"29","Sptbn1"
"Itm2a5",1.03722552372022e-32,1.09784929553054,0.566,0.266,1.94500530208016e-28,"29","Itm2a"
"Sat18",1.45867219200367e-31,0.829738492996115,0.848,0.666,2.73530209444529e-27,"29","Sat1"
"Comt4",1.31695781806367e-30,1.28583617418833,0.51,0.252,2.46955930043299e-26,"29","Comt"
"Rarres26",2.26850973284618e-30,0.843672144389787,0.631,0.302,4.25390945103315e-26,"29","Rarres2"
"Dynlrb1",6.8946523955774e-30,0.990620698158719,0.727,0.581,1.29288521721867e-25,"29","Dynlrb1"
"Cyp2j64",1.10269998635388e-29,0.944515081865589,0.359,0.123,2.06778301441079e-25,"29","Cyp2j6"
"Stmn14",1.45058770210957e-29,0.77325307967704,0.424,0.153,2.72014205899586e-25,"29","Stmn1"
"Pou3f14",3.49716247553483e-29,1.10445560394886,0.328,0.104,6.55787907412291e-25,"29","Pou3f1"
"Dbndd21",4.5027434249677e-29,1.02562323182319,0.333,0.109,8.44354447049943e-25,"29","Dbndd2"
"Slc44a1",3.56432839537278e-27,0.984048878373772,0.46,0.217,6.68382860700304e-23,"29","Slc44a1"
"Dhrs11",1.11454417738783e-26,1.1832324472209,0.399,0.167,2.08999324143766e-22,"29","Dhrs1"
"Tuba1a8",1.28050751689323e-26,0.869539244085079,0.793,0.581,2.40120769567819e-22,"29","Tuba1a"
"Fth16",1.69523592195331e-26,0.454493453480284,1,0.971,3.17890640084685e-22,"29","Fth1"
"Apoe8",5.42916559500156e-25,0.569574590499879,0.944,0.852,1.01807713237469e-20,"29","Apoe"
"Emp311",1.0721163725423e-24,0.779832997705643,0.813,0.586,2.01043262179132e-20,"29","Emp3"
"Arpc1a1",1.32504296497377e-24,0.944460403633319,0.571,0.356,2.48472056791881e-20,"29","Arpc1a"
"Dynll15",1.72886226010334e-24,0.545547233977214,0.904,0.912,3.24196251014578e-20,"29","Dynll1"
"Calm24",2.33866328370093e-24,0.524663463401973,0.914,0.886,4.38546138959599e-20,"29","Calm2"
"Lpar17",1.76115747440614e-23,1.00031863702222,0.399,0.174,3.3025224960064e-19,"29","Lpar1"
"Vim11",1.8559006770791e-23,0.579771744206872,0.944,0.718,3.48018494965873e-19,"29","Vim"
"Litaf5",6.79300699650299e-23,0.818800180584744,0.778,0.697,1.27382467198424e-18,"29","Litaf"
"Marcks5",8.25333183231439e-23,1.04229956666667,0.54,0.309,1.54766478519559e-18,"29","Marcks"
"Plscr41",2.46040263618152e-22,0.821940637765206,0.253,0.077,4.61374702336759e-18,"29","Plscr4"
"Cpe7",2.76454789802053e-22,1.00801212290905,0.657,0.421,5.1840802183681e-18,"29","Cpe"
"Sbno24",4.8240476169605e-22,1.0730433038163,0.652,0.496,9.04605409132433e-18,"29","Sbno2"
"Csrp18",5.31508890624723e-22,0.827945063604894,0.732,0.555,9.9668547169948e-18,"29","Csrp1"
"Anxa510",2.30392120943869e-21,0.634991329709187,0.823,0.806,4.32031305193943e-17,"29","Anxa5"
"Ubb9",2.38218232744354e-21,0.553412360282544,0.99,0.956,4.46706830042213e-17,"29","Ubb"
"Tsc22d4",2.63436521128936e-21,1.02814168609191,0.308,0.115,4.9399616442098e-17,"29","Tsc22d4"
"Kctd117",9.68701854724007e-21,1.03453247672876,0.389,0.181,1.81650971797846e-16,"29","Kctd11"
"Itih57",1.88482395288265e-20,1.03298961661576,0.384,0.173,3.53442187644555e-16,"29","Itih5"
"Selenom9",3.8031738483175e-20,0.685735059975883,0.657,0.455,7.13171160036499e-16,"29","Selenom"
"Aqp13",2.57629791098963e-19,1.09910020774176,0.505,0.286,4.83107384268775e-15,"29","Aqp1"
"Cltb7",1.11273593698193e-18,0.690178296373366,0.712,0.651,2.08660242902852e-14,"29","Cltb"
"Taldo12",1.74549591765603e-18,0.913388321747428,0.556,0.395,3.27315394478858e-14,"29","Taldo1"
"Gbp2b6",1.75175537559333e-18,1.2195254638163,0.399,0.195,3.28489168031261e-14,"29","Gbp2b"
"Klf910",5.97743819725253e-18,0.65375919095438,0.727,0.58,1.12088921074879e-13,"29","Klf9"
"Cystm12",9.35828769323118e-18,0.646405664611573,0.283,0.105,1.75486610823471e-13,"29","Cystm1"
"Gsn7",1.72739240709671e-17,0.271033005839543,0.914,0.771,3.23920624178776e-13,"29","Gsn"
"Rhoc8",1.98247212173794e-17,0.710099054073905,0.621,0.457,3.71753172268298e-13,"29","Rhoc"
"Malat14",3.78481240818654e-17,0.389995330579016,0.96,0.942,7.0972802278314e-13,"29","Malat1"
"Cd2007",3.92499180949818e-17,0.824330554058992,0.399,0.198,7.36014464117099e-13,"29","Cd200"
"Capns12",4.83914293541125e-17,0.712386769404798,0.667,0.589,9.07436083248318e-13,"29","Capns1"
"Jund4",7.10916164610874e-17,0.650369071965972,0.919,0.915,1.33310999187831e-12,"29","Jund"
"Tmem50a5",1.06400570262805e-16,0.600055112705754,0.717,0.645,1.99522349356812e-12,"29","Tmem50a"
"Crip27",3.21128013589476e-16,0.69125025382604,0.747,0.682,6.02179251082986e-12,"29","Crip2"
"Cdkn2d2",3.56682349613622e-16,0.896835611740231,0.359,0.173,6.68850741995464e-12,"29","Cdkn2d"
"Lgals38",4.16034519402829e-16,0.477379704531617,0.949,0.859,7.80147930784185e-12,"29","Lgals3"
"Pros16",5.08502200526383e-16,0.829485024926901,0.46,0.283,9.53543326427074e-12,"29","Pros1"
"Tbcc4",6.13599846309202e-16,0.925459450027938,0.394,0.215,1.15062243179901e-11,"29","Tbcc"
"Htra16",8.07609931187227e-16,0.904912128355957,0.525,0.333,1.51443014296229e-11,"29","Htra1"
"Prss236",9.31707694268047e-16,0.855995055461102,0.46,0.269,1.74713826829144e-11,"29","Prss23"
"Cfl17",1.14880991048847e-15,0.460211060327258,0.869,0.901,2.15424834414799e-11,"29","Cfl1"
"Eif11",1.16284480870709e-15,0.265285694386725,1,0.992,2.18056658528753e-11,"29","Eif1"
"Arid5a3",1.24311345879473e-15,0.835812040920657,0.52,0.356,2.33108635793188e-11,"29","Arid5a"
"Cdc42se12",2.34665790167719e-15,0.866463914461382,0.419,0.246,4.40045289722507e-11,"29","Cdc42se1"
"Atf35",2.36537536562287e-15,0.734370639174016,0.727,0.549,4.435551885616e-11,"29","Atf3"
"Sphk16",4.12548412700854e-15,1.12979230350966,0.465,0.303,7.73610783496642e-11,"29","Sphk1"
"Cd638",8.43153072341854e-15,0.374417204618247,0.929,0.827,1.58108064125544e-10,"29","Cd63"
"Pcbp4",1.30682280825782e-14,0.706819915050074,0.253,0.103,2.45055413004506e-10,"29","Pcbp4"
"Aopep9",1.41762657577854e-14,0.77028415348873,0.54,0.397,2.65833335489992e-10,"29","Aopep"
"Cab39l",1.5654551359523e-14,0.805488938615232,0.283,0.126,2.93554147093775e-10,"29","Cab39l"
"Scd2",2.29884467138943e-14,0.759233640385835,0.293,0.134,4.31079352778945e-10,"29","Scd2"
"Il6st5",3.35868574813038e-14,0.78771446968279,0.5,0.349,6.29820751489409e-10,"29","Il6st"
"Sparcl16",3.65756067783207e-14,0.502515806194106,0.495,0.271,6.85865778307069e-10,"29","Sparcl1"
"Bcl36",8.4040679470432e-14,0.761833534792701,0.505,0.354,1.57593082142954e-09,"29","Bcl3"
"Ets15",1.19160992296377e-13,0.867574406200686,0.47,0.304,2.23450692754167e-09,"29","Ets1"
"Klf67",1.35528604282305e-13,0.767344207172441,0.717,0.629,2.54143238750179e-09,"29","Klf6"
"Gbp26",1.3593041650503e-13,1.01398341657697,0.338,0.174,2.54896717030233e-09,"29","Gbp2"
"Ifitm38",1.55819104930121e-13,0.34814496844387,0.919,0.79,2.92191985564962e-09,"29","Ifitm3"
"Col18a13",3.51053470516991e-13,0.810505848829251,0.278,0.126,6.58295467913461e-09,"29","Col18a1"
"Selenof6",3.54340817818657e-13,0.517171277227617,0.737,0.743,6.64459901573545e-09,"29","Selenof"
"Fzd14",3.75762967236941e-13,0.67507212307645,0.263,0.116,7.04630716162711e-09,"29","Fzd1"
"Dag1",4.01908981111002e-13,0.841495948985722,0.328,0.176,7.5365972137935e-09,"29","Dag1"
"Oaz14",5.43362017727157e-13,0.303949762445026,0.914,0.951,1.01891245564196e-08,"29","Oaz1"
"Eif4a16",7.7556461222977e-13,0.375066478580218,0.914,0.918,1.45433876085326e-08,"29","Eif4a1"
"Ywhah5",8.09565111126754e-13,0.849261638304343,0.596,0.521,1.51809649638489e-08,"29","Ywhah"
"Lmo45",1.32039101002377e-12,0.814836765910144,0.48,0.333,2.47599722199657e-08,"29","Lmo4"
"Ptma5",2.58479600015295e-12,0.2651282167395,0.975,0.959,4.84700945948681e-08,"29","Ptma"
"Phlda34",2.87520832894678e-12,0.903050869783543,0.323,0.173,5.391590658441e-08,"29","Phlda3"
"Hnrnpa2b12",3.15884897378411e-12,0.532993186654341,0.768,0.79,5.92347359563996e-08,"29","Hnrnpa2b1"
"Sox43",3.20579084578523e-12,1.03108228810206,0.303,0.149,6.01149899401647e-08,"29","Sox4"
"Zfand61",4.37535711212072e-12,0.702223851713485,0.429,0.293,8.20466965664878e-08,"29","Zfand6"
"Stx71",4.52501896704782e-12,0.783519944207874,0.333,0.183,8.48531556700807e-08,"29","Stx7"
"Nudt43",4.85777663519754e-12,0.864698255364354,0.384,0.229,9.10930274632242e-08,"29","Nudt4"
"Ezh21",5.55567146156993e-12,0.731609788564297,0.313,0.167,1.04179951247359e-07,"29","Ezh2"
"Zbtb207",7.03003810028696e-12,0.73164737917432,0.561,0.429,1.31827274456581e-07,"29","Zbtb20"
"Tspan72",2.64595459483982e-11,0.573793254831885,0.278,0.132,4.96169405624363e-07,"29","Tspan7"
"Gadd45g7",3.73715298130058e-11,1.07976426672661,0.515,0.379,7.00790927053485e-07,"29","Gadd45g"
"Eng3",3.98813004522299e-11,0.634306784881004,0.293,0.144,7.47854146080215e-07,"29","Eng"
"Tagln24",4.93021239645457e-11,0.497459245039325,0.818,0.816,9.2451342858316e-07,"29","Tagln2"
"Hbegf6",9.12975881001264e-11,0.62363618362596,0.586,0.418,1.71201237205357e-06,"29","Hbegf"
"Arl8a1",1.54416726001705e-10,0.658651683519822,0.343,0.205,2.89562244598397e-06,"29","Arl8a"
"Pelo1",3.20558735040348e-10,0.734503514773104,0.283,0.152,6.0111173994766e-06,"29","Pelo"
"Fkbp1a3",4.62183638980037e-10,0.520095670930909,0.641,0.608,8.66686759815365e-06,"29","Fkbp1a"
"Anxa27",8.41017893839677e-10,0.326443136912412,0.934,0.884,1.57707675452816e-05,"29","Anxa2"
"Rgcc5",9.01937122866778e-10,0.817297590017963,0.419,0.266,1.69131249279978e-05,"29","Rgcc"
"Plk25",1.32502920121302e-09,0.866662954312556,0.308,0.174,2.48469475811466e-05,"29","Plk2"
"Sgce8",1.62814977716949e-09,0.616527367555253,0.323,0.196,3.05310646214822e-05,"29","Sgce"
"Dst3",1.94649667556192e-09,0.693807013605379,0.318,0.191,3.6500705660137e-05,"29","Dst"
"Ilk2",2.70332510681729e-09,0.679461526489312,0.354,0.229,5.06927524030379e-05,"29","Ilk"
"Hes16",3.00336281792289e-09,0.580387651697799,0.439,0.292,5.63190595616901e-05,"29","Hes1"
"Tubb65",3.06152877374355e-09,0.545896590904033,0.662,0.629,5.7409787565239e-05,"29","Tubb6"
"Isg154",3.34905136657552e-09,0.571163169063789,0.348,0.19,6.28014112260241e-05,"29","Isg15"
"Sirt2",3.62350302973304e-09,0.680094064104482,0.364,0.246,6.79479288135541e-05,"29","Sirt2"
"Stat34",3.92872984774442e-09,0.700811247308948,0.581,0.559,7.36715421049033e-05,"29","Stat3"
"Msn5",4.48177112929677e-09,0.640105819463566,0.556,0.479,8.4042172216573e-05,"29","Msn"
"Morf4l13",4.51502125690485e-09,0.489259366524254,0.677,0.685,8.46656786094797e-05,"29","Morf4l1"
"Rap1a4",1.01614540929804e-08,0.599328222953709,0.51,0.438,0.000190547587151568,"29","Rap1a"
"Myc5",1.03909764549294e-08,0.661271856664954,0.525,0.431,0.000194851590482836,"29","Myc"
"Zeb28",1.06115582421378e-08,0.560226992563948,0.278,0.151,0.000198987940156569,"29","Zeb2"
"Qpct6",1.28632841749181e-08,0.579743654109426,0.318,0.181,0.000241212304848065,"29","Qpct"
"Flot12",1.6522246314263e-08,0.588903977774672,0.278,0.159,0.000309825162885059,"29","Flot1"
"Clic44",3.41219197061248e-08,0.472749888551783,0.682,0.635,0.000639854238329252,"29","Clic4"
"Tax1bp33",4.09123247225518e-08,0.728183759769493,0.424,0.339,0.000767187913197292,"29","Tax1bp3"
"Junb5",4.42024757712528e-08,0.475842971178166,0.909,0.929,0.000828884825662532,"29","Junb"
"Col27a13",5.18569971376587e-08,0.397051687675579,0.263,0.139,0.000972422410325375,"29","Col27a1"
"Hspg26",5.23391923429162e-08,0.73350064216579,0.308,0.198,0.000981464534814364,"29","Hspg2"
"Tmbim16",5.37953448579494e-08,0.507943909876543,0.556,0.503,0.00100877030677627,"29","Tmbim1"
"Cd1515",6.92190708510998e-08,0.679630244986119,0.414,0.315,0.00129799601659982,"29","Cd151"
"Ifi273",8.44178343293929e-08,0.657074372951183,0.5,0.443,0.00158300322934478,"29","Ifi27"
"Ldhb3",9.31295470131411e-08,0.546267932657488,0.298,0.18,0.00174636526559042,"29","Ldhb"
"Sdc45",1.06532106394366e-07,0.427582363801495,0.727,0.662,0.00199769005910715,"29","Sdc4"
"H2-Q45",1.95639660484102e-07,0.816210616904625,0.343,0.24,0.00366863491339787,"29","H2-Q4"
"Foxp15",2.01885893389149e-07,0.688060651843287,0.308,0.201,0.00378576427283333,"29","Foxp1"
"Mid1ip12",2.22602766897044e-07,0.521597543314654,0.288,0.174,0.00417424708485337,"29","Mid1ip1"
"Mgll2",2.24307221392988e-07,0.252079979877669,0.333,0.212,0.00420620901556131,"29","Mgll"
"Frmd63",2.2939654680784e-07,0.701074959829425,0.283,0.177,0.00430164404574062,"29","Frmd6"
"Mt19",3.30171968371374e-07,0.323297195728059,0.904,0.802,0.00619138475090001,"29","Mt1"
"H2-D18",3.57351386819972e-07,0.302697334288439,0.899,0.897,0.00670105320564812,"29","H2-D1"
"Pea15a2",3.60559816272074e-07,0.633124240362263,0.273,0.166,0.00676121767473393,"29","Pea15a"
"Dnaja14",4.2720136454488e-07,0.338737058412894,0.808,0.824,0.00801087998794559,"29","Dnaja1"
"Itgav2",5.90400064997343e-07,0.726298044564709,0.263,0.165,0.0110711820188302,"29","Itgav"
"Timp18",7.17690580022897e-07,0.451933578548329,0.51,0.373,0.0134581337565894,"29","Timp1"
"Tnfrsf12a7",8.05900176527355e-07,0.371245822762102,0.753,0.727,0.015112240110241,"29","Tnfrsf12a"
"Ndfip13",1.21265100174624e-06,0.479774519438115,0.636,0.704,0.0227396315847455,"29","Ndfip1"
"Fscn14",1.69779801055535e-06,0.522582555233646,0.348,0.246,0.0318371082939339,"29","Fscn1"
"Mindy21",2.58783844581337e-06,0.667062963328843,0.278,0.185,0.0485271465358923,"29","Mindy2"
"Rsu12",2.64052133179947e-06,0.584828404994288,0.394,0.315,0.0495150560139037,"29","Rsu1"
"Tprgl4",2.72715386342744e-06,0.618607292007457,0.51,0.509,0.0511395892469914,"29","Tprgl"
"Selenok3",2.77713655076935e-06,0.319493369127684,0.768,0.852,0.0520768646000269,"29","Selenok"
"Hspa1a8",2.85111776507372e-06,0.68141813473158,0.48,0.407,0.0534641603306625,"29","Hspa1a"
"Ctnna14",3.22934876914823e-06,0.57281650171036,0.485,0.451,0.0605567481190677,"29","Ctnna1"
"Schip15",3.71389246440937e-06,0.624417904243496,0.258,0.161,0.0696429114926045,"29","Schip1"
"Trib11",4.23596454905664e-06,0.82885699096517,0.439,0.391,0.0794328072239102,"29","Trib1"
"Scarb2",5.24896433844839e-06,0.631500041182676,0.258,0.166,0.0984285792745841,"29","Scarb2"
"Npdc17",6.5505418002714e-06,0.538652990887518,0.409,0.342,0.122835759838689,"29","Npdc1"
"9530068E07Rik4",7.48518061173766e-06,0.55423249725589,0.369,0.298,0.140362106831305,"29","9530068E07Rik"
"Celf27",1.16635776830741e-05,0.631247938682412,0.293,0.204,0.218715408713006,"29","Celf2"
"Mkln11",1.45556498747375e-05,0.600880854978031,0.308,0.227,0.272947546451078,"29","Mkln1"
"Mocs22",1.49663782547745e-05,0.63678975323109,0.328,0.251,0.280649525033532,"29","Mocs2"
"Dpysl23",1.686117543463e-05,0.473026548664818,0.258,0.168,0.316180761750181,"29","Dpysl2"
"Maged25",1.81526969956179e-05,0.519478574058472,0.303,0.217,0.340399374061828,"29","Maged2"
"Trim478",1.91038958577327e-05,0.569947290695113,0.434,0.369,0.358236255124203,"29","Trim47"
"Ddah25",2.27823542583979e-05,0.53098827085515,0.288,0.202,0.427214707053477,"29","Ddah2"
"Lims13",2.39810941447071e-05,0.591292859810052,0.303,0.222,0.449693477401548,"29","Lims1"
"Fos7",2.729578281206e-05,0.554046960307061,0.616,0.521,0.511850519291749,"29","Fos"
"Col4a23",2.93506786886291e-05,0.471709769190314,0.283,0.195,0.550383926769173,"29","Col4a2"
"Ccn18",4.05735804486513e-05,0.798072338853998,0.465,0.383,0.76083578057311,"29","Ccn1"
"Col16a19",4.78401689048034e-05,0.45348339571821,0.313,0.228,0.897098847302873,"29","Col16a1"
"Rnd36",7.41491847754499e-05,0.691488494606152,0.313,0.243,1,"29","Rnd3"
"Nfic6",7.51418466077773e-05,0.516708673566747,0.308,0.236,1,"29","Nfic"
"1810037I17Rik4",0.00010098631573077,0.457028614127126,0.52,0.526,1,"29","1810037I17Rik"
"Tecr8",0.000113090159483325,0.294922742335284,0.586,0.592,1,"29","Tecr"
"Tmed102",0.000118715258837228,0.351634086417897,0.616,0.693,1,"29","Tmed10"
"Plpp17",0.000127327084402672,0.462211913927847,0.424,0.343,1,"29","Plpp1"
"Metrnl8",0.000137139171769988,0.570981011934085,0.374,0.295,1,"29","Metrnl"
"Asah1",0.00020339106985435,0.532433145643292,0.263,0.193,1,"29","Asah1"
"Capn23",0.000218450474132312,0.436271818341452,0.343,0.284,1,"29","Capn2"
"Lamp13",0.000238176529423024,0.290955059413339,0.662,0.738,1,"29","Lamp1"
"Nfil33",0.000244229217122724,0.610209714743372,0.278,0.213,1,"29","Nfil3"
"Camk2d3",0.000274153185000241,0.466141731259144,0.333,0.27,1,"29","Camk2d"
"Mbnl26",0.000325077223536977,0.5482836143795,0.424,0.408,1,"29","Mbnl2"
"Ddx55",0.000334547253406342,0.269878237370031,0.798,0.905,1,"29","Ddx5"
"Vdac3",0.000378206164574696,0.505625614937393,0.424,0.412,1,"29","Vdac3"
"Emp28",0.000398692336888278,0.43495159108874,0.369,0.316,1,"29","Emp2"
"Fermt27",0.000455257966775931,0.423735272815422,0.394,0.34,1,"29","Fermt2"
"Cnbp1",0.000467381692417755,0.268556718922103,0.687,0.791,1,"29","Cnbp"
"Tmsb109",0.000511567485402976,0.413917368303088,0.606,0.579,1,"29","Tmsb10"
"Tiparp4",0.000583303216857134,0.714049195986518,0.399,0.375,1,"29","Tiparp"
"Eif1b2",0.000629499054271337,0.570846596202948,0.354,0.307,1,"29","Eif1b"
"Chmp4b2",0.000656518790779997,0.352695302355471,0.611,0.713,1,"29","Chmp4b"
"Rab104",0.000711026914978303,0.505981659932764,0.455,0.465,1,"29","Rab10"
"Tnfrsf1a3",0.000745013346008131,0.613534984547567,0.465,0.48,1,"29","Tnfrsf1a"
"Ywhae4",0.000814425240527711,0.302246086565927,0.616,0.716,1,"29","Ywhae"
"Tspan36",0.000886126343119017,0.458286061401793,0.444,0.428,1,"29","Tspan3"
"Cldnd13",0.000986042410593423,0.479586939893634,0.429,0.416,1,"29","Cldnd1"
"Erf5",0.00102566576803079,0.513124155986134,0.333,0.292,1,"29","Erf"
"Hnrnpk2",0.00109082523234548,0.312017146855621,0.662,0.783,1,"29","Hnrnpk"
"Raly3",0.00112058916693174,0.411425625517458,0.53,0.589,1,"29","Raly"
"Sumo23",0.00125180999670271,0.298093400774824,0.662,0.761,1,"29","Sumo2"
"Nras",0.00138680357630495,0.518662899981761,0.333,0.295,1,"29","Nras"
"Nab25",0.00148384611368017,0.538560962583762,0.278,0.224,1,"29","Nab2"
"Ninj15",0.00157782979398068,0.369847129925094,0.475,0.442,1,"29","Ninj1"
"Card193",0.0024039665865352,0.480870477017077,0.414,0.409,1,"29","Card19"
"Cyb5r36",0.00249449394647023,0.410804634179305,0.556,0.604,1,"29","Cyb5r3"
"Tspo6",0.00252408444370088,0.415483358474736,0.631,0.706,1,"29","Tspo"
"Brd24",0.00288680323796338,0.495362588021916,0.475,0.496,1,"29","Brd2"
"Mat2a4",0.0030172405558305,0.473906701716126,0.561,0.622,1,"29","Mat2a"
"Srrm24",0.00323229781771708,0.357502056224626,0.551,0.622,1,"29","Srrm2"
"Pkig3",0.00325257487708166,0.505962470934541,0.288,0.243,1,"29","Pkig"
"Ripk11",0.00401852726775998,0.513970477281394,0.303,0.266,1,"29","Ripk1"
"Psmb31",0.00456021530991857,0.327149853176489,0.606,0.713,1,"29","Psmb3"
"Cavin37",0.00465819814111163,0.473386970918344,0.515,0.558,1,"29","Cavin3"
"Plekhf18",0.00467981447980589,0.506344783171505,0.273,0.222,1,"29","Plekhf1"
"Arid5b6",0.00469764514240348,0.448745665517357,0.495,0.516,1,"29","Arid5b"
"Snu133",0.0046982380721204,0.30107849279784,0.586,0.684,1,"29","Snu13"
"Prkar1a5",0.00512325465810922,0.382530754752558,0.52,0.58,1,"29","Prkar1a"
"Kcmf11",0.00578012575755491,0.442896593564153,0.394,0.401,1,"29","Kcmf1"
"Angptl28",0.00599257786081609,0.421428772793324,0.258,0.208,1,"29","Angptl2"
"Qk2",0.00645877821340846,0.403658228325903,0.268,0.226,1,"29","Qk"
"U2af12",0.00688627253798038,0.386041239995052,0.51,0.586,1,"29","U2af1"
"Cuedc2",0.00765488058881659,0.413859656269062,0.308,0.281,1,"29","Cuedc2"
"Ccnd32",0.00792583345031648,0.653896726367652,0.253,0.214,1,"29","Ccnd3"
"a1",9.3399370340432e-254,2.02203672511462,0.54,0.035,1.75142499262378e-249,"30","a"
"Igfbp35",8.35128801641339e-168,2.83891914886402,0.801,0.141,1.56603352883784e-163,"30","Igfbp3"
"Ptgir3",2.12254130320739e-152,1.73233075702394,0.591,0.077,3.98018945177451e-148,"30","Ptgir"
"Inhba2",9.00673779482067e-133,2.02387864849666,0.562,0.077,1.68894347128477e-128,"30","Inhba"
"Enpp27",8.83035781719458e-116,1.95216234816979,0.847,0.231,1.65586869788033e-111,"30","Enpp2"
"Bcl21",6.73945460204784e-109,1.40611289884818,0.483,0.068,1.26378252697601e-104,"30","Bcl2"
